positive_score,negative_score,Polarity_Score,subjectivity_score,avg_senetence_length,Percentage_of_Complex_words,Fog_Index,avg_no_of_words_per_sentence,complex_Word_Count,word_count,syllable_count,personal_pronouns,avg_word_length,percentage_of_personal_pronouns,Percentage_of_complex_words_three_syllables
3,0,0.9999996666667778,0.10714285331632667,27,0.39285714285714285,10.957142857142857,28,28,28,52,0,5.535714285714286,0.0,0.35714285714285715
1,0,0.9999990000010001,0.1428571224489825,6,0.42857142857142855,2.5714285714285716,7,7,7,16,0,5.285714285714286,0.0,0.42857142857142855
1,0,0.9999990000010001,0.07142856632653098,13,0.5,5.4,14,14,14,27,0,5.714285714285714,0.0,0.35714285714285715
3,0,0.9999996666667778,0.21428569897959293,13,0.2857142857142857,5.314285714285715,14,14,14,24,0,5.0,0.0,0.21428571428571427
1,1,0.0,0.0,23,0.4583333333333333,9.383333333333333,24,24,24,54,0,6.208333333333333,0.0,0.375
0,0,0.0,0.0,16,0.29411764705882354,6.517647058823529,17,17,17,34,1,5.0,0.058823529411764705,0.29411764705882354
1,0,0.9999990000010001,0.033333332222222255,29,0.23333333333333334,11.693333333333335,30,30,30,49,0,4.733333333333333,0.0,0.2
1,0,0.9999990000010001,0.041666664930555625,23,0.3333333333333333,9.333333333333334,24,24,24,46,0,5.291666666666667,0.0,0.25
1,2,-0.33333322222225925,-0.03846153698224858,25,0.34615384615384615,10.13846153846154,26,26,26,48,0,5.230769230769231,0.0,0.19230769230769232
3,0,0.9999996666667778,0.14999999250000037,19,0.35,7.740000000000001,20,20,20,41,0,5.9,0.0,0.3
1,0,0.9999990000010001,0.16666663888889352,5,0.5,2.2,6,6,6,17,0,7.0,0.0,0.5
1,0,0.9999990000010001,0.06666666222222252,14,0.26666666666666666,5.706666666666667,15,15,15,27,0,5.066666666666666,0.0,0.2
1,0,0.9999990000010001,0.07692307100591762,12,0.15384615384615385,4.861538461538462,13,13,13,18,0,4.153846153846154,0.0,0.07692307692307693
1,1,0.0,0.0,17,0.3333333333333333,6.933333333333334,18,18,18,33,0,5.055555555555555,0.0,0.2222222222222222
0,0,0.0,0.0,15,0.375,6.15,16,16,16,34,0,5.6875,0.0,0.375
0,0,0.0,0.0,19,0.25,7.7,20,20,20,34,0,4.95,0.0,0.2
2,0,0.99999950000025,0.07407407133058995,26,0.25925925925925924,10.503703703703705,27,27,27,46,0,4.592592592592593,0.0,0.18518518518518517
2,0,0.99999950000025,0.13333332444444504,14,0.4,5.760000000000001,15,15,15,29,0,5.133333333333334,0.0,0.26666666666666666
1,0,0.9999990000010001,0.05263157617728546,18,0.3684210526315789,7.347368421052632,19,19,19,36,0,5.526315789473684,0.0,0.2631578947368421
4,0,0.9999997500000625,0.1481481426611799,24,0.2962962962962963,9.71851851851852,27,27,27,45,0,4.444444444444445,0.0,0.2222222222222222
1,0,0.9999990000010001,0.07692307100591762,12,0.3076923076923077,4.923076923076923,13,13,13,23,0,5.3076923076923075,0.0,0.23076923076923078
0,0,0.0,0.0,9,0.4,3.7600000000000002,10,10,10,21,0,5.5,0.0,0.4
0,1,-0.9999990000010001,-0.05263157617728546,18,0.3684210526315789,7.347368421052632,19,19,19,37,0,5.2631578947368425,0.0,0.3157894736842105
0,0,0.0,0.0,17,0.4444444444444444,6.977777777777778,18,18,18,39,0,6.333333333333333,0.0,0.4444444444444444
2,1,0.33333322222225925,0.06249999609375024,15,0.3125,6.125,16,16,16,30,0,4.75,0.0,0.25
1,2,-0.33333322222225925,-0.041666664930555625,23,0.2916666666666667,9.316666666666668,24,24,24,40,0,4.875,0.0,0.20833333333333334
1,0,0.9999990000010001,0.04761904535147403,20,0.23809523809523808,8.095238095238095,21,21,21,36,0,4.857142857142857,0.0,0.14285714285714285
1,0,0.9999990000010001,0.055555552469135974,15,0.3333333333333333,6.133333333333334,18,18,18,32,0,5.111111111111111,0.0,0.2777777777777778
1,0,0.9999990000010001,0.04347825897920613,22,0.34782608695652173,8.93913043478261,23,23,23,40,0,5.086956521739131,0.0,0.21739130434782608
1,0,0.9999990000010001,0.04347825897920613,21,0.21739130434782608,8.48695652173913,23,23,23,37,0,4.695652173913044,0.0,0.13043478260869565
0,0,0.0,0.0,16,0.23529411764705882,6.4941176470588236,17,17,17,33,0,5.0,0.0,0.23529411764705882
0,0,0.0,0.0,33,0.4411764705882353,13.376470588235293,34,34,34,72,0,5.852941176470588,0.0,0.38235294117647056
2,0,0.99999950000025,0.06451612695109267,30,0.3225806451612903,12.129032258064518,31,31,31,58,0,5.225806451612903,0.0,0.2903225806451613
1,0,0.9999990000010001,0.05882352595155729,16,0.29411764705882354,6.517647058823529,17,17,17,33,0,5.117647058823529,0.0,0.29411764705882354
0,0,0.0,0.0,20,0.3181818181818182,8.127272727272727,22,22,22,37,0,5.045454545454546,0.0,0.18181818181818182
0,0,0.0,0.0,17,0.3888888888888889,6.955555555555556,18,18,18,34,0,5.5,0.0,0.2777777777777778
1,0,0.9999990000010001,0.041666664930555625,23,0.20833333333333334,9.283333333333333,24,24,24,38,0,4.708333333333333,0.0,0.16666666666666666
1,0,0.9999990000010001,0.06249999609375024,13,0.125,5.25,16,16,16,24,0,4.1875,0.0,0.125
3,0,0.9999996666667778,0.13636363016528952,21,0.3181818181818182,8.527272727272727,22,22,22,39,0,4.954545454545454,0.0,0.2727272727272727
2,0,0.99999950000025,0.06666666444444451,29,0.23333333333333334,11.693333333333335,30,30,30,54,0,5.066666666666666,0.0,0.23333333333333334
4,0,0.9999997500000625,0.10526315512465383,37,0.2631578947368421,14.905263157894737,38,38,38,65,0,4.7894736842105265,0.0,0.2631578947368421
1,0,0.9999990000010001,0.04999999750000012,19,0.4,7.76,20,20,20,42,0,5.8,0.0,0.4
0,0,0.0,0.0,12,0.23076923076923078,4.892307692307693,13,13,13,26,0,4.923076923076923,0.0,0.23076923076923078
2,0,0.99999950000025,0.08695651795841226,22,0.30434782608695654,8.921739130434784,23,23,23,42,0,5.043478260869565,0.0,0.2608695652173913
0,1,-0.9999990000010001,-0.05263157617728546,18,0.3157894736842105,7.326315789473684,19,19,19,41,0,5.947368421052632,0.0,0.3157894736842105
3,0,0.9999996666667778,0.032608695297731576,91,0.41304347826086957,36.56521739130435,92,92,92,211,0,6.695652173913044,0.0,0.33695652173913043
11,0,0.9999999090909174,0.054999999725000005,196,0.395,78.558,200,200,200,393,3,6.175,0.015,0.305
1,0,0.9999990000010001,0.06666666222222252,12,0.26666666666666666,4.906666666666667,15,15,15,32,2,6.866666666666666,0.13333333333333333,0.26666666666666666
1,0,0.9999990000010001,0.06666666222222252,15,0.13333333333333333,6.053333333333334,15,15,15,20,2,4.2,0.13333333333333333,0.06666666666666667
7,2,0.5555554938271674,0.02304147454819597,215,0.47465437788018433,86.18986175115208,217,217,217,463,2,6.267281105990784,0.009216589861751152,0.4147465437788018
3,0,0.9999996666667778,0.2499999791666684,11,0.3333333333333333,4.533333333333334,12,12,12,20,0,5.333333333333333,0.0,0.25
0,0,0.0,0.0,11,0.18181818181818182,4.472727272727273,11,11,11,19,0,5.454545454545454,0.0,0.09090909090909091
3,0,0.9999996666667778,0.17647057785467188,16,0.23529411764705882,6.4941176470588236,17,17,17,26,0,4.705882352941177,0.0,0.17647058823529413
8,1,0.7777776913580343,0.028340080856922748,243,0.3522267206477733,97.34089068825911,247,247,247,487,9,6.153846153846154,0.03643724696356275,0.2631578947368421
0,1,-0.9999990000010001,-0.00970873776981808,99,0.32038834951456313,39.728155339805824,103,103,103,202,4,5.932038834951456,0.038834951456310676,0.24271844660194175
2,0,0.99999950000025,0.023529411487889278,84,0.17647058823529413,33.67058823529412,85,85,85,128,2,4.882352941176471,0.023529411764705882,0.10588235294117647
3,0,0.9999996666667778,0.10344827229488716,28,0.3103448275862069,11.324137931034484,29,29,29,52,1,4.827586206896552,0.034482758620689655,0.27586206896551724
2,0,0.99999950000025,0.05555555401234573,35,0.2222222222222222,14.088888888888889,36,36,36,53,1,4.5,0.027777777777777776,0.16666666666666666
1,0,0.9999990000010001,0.05882352595155729,16,0.35294117647058826,6.541176470588235,17,17,17,29,0,4.764705882352941,0.0,0.29411764705882354
0,0,0.0,0.0,20,0.38095238095238093,8.152380952380952,21,21,21,43,0,5.380952380952381,0.0,0.3333333333333333
1,1,0.0,0.0,22,0.30434782608695654,8.921739130434784,23,23,23,43,0,5.043478260869565,0.0,0.2608695652173913
2,2,0.0,0.0,25,0.2692307692307692,10.107692307692309,26,26,26,45,0,4.538461538461538,0.0,0.23076923076923078
2,1,0.33333322222225925,0.02173912996219283,45,0.30434782608695654,18.121739130434783,46,46,46,84,0,5.0,0.0,0.2608695652173913
1,0,0.9999990000010001,0.04999999750000012,19,0.35,7.740000000000001,20,20,20,34,0,5.05,0.0,0.3
1,0,0.9999990000010001,0.03846153698224858,25,0.4230769230769231,10.16923076923077,26,26,26,55,0,6.153846153846154,0.0,0.34615384615384615
2,2,0.0,0.0,22,0.34782608695652173,8.93913043478261,23,23,23,41,0,5.304347826086956,0.0,0.30434782608695654
4,0,0.9999997500000625,0.12499999609375013,31,0.34375,12.537500000000001,32,32,32,60,0,5.3125,0.0,0.3125
1,0,0.9999990000010001,0.05263157617728546,18,0.3684210526315789,7.347368421052632,19,19,19,33,0,4.947368421052632,0.0,0.3157894736842105
3,0,0.9999996666667778,0.08823529152249143,33,0.3235294117647059,13.329411764705881,34,34,34,59,0,5.735294117647059,0.0,0.2647058823529412
3,0,0.9999996666667778,0.14285713605442207,20,0.38095238095238093,8.152380952380952,21,21,21,42,0,5.857142857142857,0.0,0.38095238095238093
2,0,0.99999950000025,0.06451612695109267,30,0.41935483870967744,12.167741935483871,31,31,31,61,0,5.903225806451613,0.0,0.3870967741935484
2,1,0.33333322222225925,0.055555552469135974,17,0.3888888888888889,6.955555555555556,18,18,18,37,0,5.722222222222222,0.0,0.3333333333333333
1,1,0.0,0.0,18,0.3684210526315789,7.347368421052632,19,19,19,38,0,6.157894736842105,0.0,0.2631578947368421
4,0,0.9999997500000625,0.18181817355371938,21,0.4090909090909091,8.563636363636364,22,22,22,47,0,5.7727272727272725,0.0,0.36363636363636365
1,3,-0.49999987500003124,-0.06451612695109267,30,0.2903225806451613,12.116129032258065,31,31,31,57,0,4.935483870967742,0.0,0.25806451612903225
3,0,0.9999996666667778,0.1304347769376184,22,0.391304347826087,8.956521739130435,23,23,23,45,0,5.3478260869565215,0.0,0.30434782608695654
2,0,0.99999950000025,0.08695651795841226,22,0.2608695652173913,8.904347826086957,23,23,23,35,1,4.521739130434782,0.043478260869565216,0.21739130434782608
3,0,0.9999996666667778,0.10344827229488716,28,0.4482758620689655,11.379310344827587,29,29,29,62,0,6.206896551724138,0.0,0.41379310344827586
1,2,-0.33333322222225925,-0.035714284438775556,27,0.35714285714285715,10.942857142857143,28,28,28,52,0,5.571428571428571,0.0,0.32142857142857145
2,0,0.99999950000025,0.0199999998,99,0.41,39.764,100,100,100,195,0,5.82,0.0,0.27
4,0,0.9999997500000625,0.0888888869135803,44,0.28888888888888886,17.715555555555557,45,45,45,86,0,5.866666666666666,0.0,0.24444444444444444
8,0,0.9999998750000157,0.054794520172640276,143,0.4452054794520548,57.37808219178083,146,146,146,309,3,6.5479452054794525,0.02054794520547945,0.3493150684931507
1,0,0.9999990000010001,0.06666666222222252,12,0.26666666666666666,4.906666666666667,15,15,15,32,2,6.866666666666666,0.13333333333333333,0.26666666666666666
1,0,0.9999990000010001,0.06666666222222252,15,0.13333333333333333,6.053333333333334,15,15,15,20,2,4.2,0.13333333333333333,0.06666666666666667
7,2,0.5555554938271674,0.02304147454819597,215,0.47465437788018433,86.18986175115208,217,217,217,463,2,6.267281105990784,0.009216589861751152,0.4147465437788018
3,0,0.9999996666667778,0.2499999791666684,11,0.3333333333333333,4.533333333333334,12,12,12,20,0,5.333333333333333,0.0,0.25
0,0,0.0,0.0,11,0.18181818181818182,4.472727272727273,11,11,11,19,0,5.454545454545454,0.0,0.09090909090909091
3,0,0.9999996666667778,0.17647057785467188,16,0.23529411764705882,6.4941176470588236,17,17,17,26,0,4.705882352941177,0.0,0.17647058823529413
8,1,0.7777776913580343,0.028340080856922748,243,0.3522267206477733,97.34089068825911,247,247,247,487,9,6.153846153846154,0.03643724696356275,0.2631578947368421
0,1,-0.9999990000010001,-0.00970873776981808,99,0.32038834951456313,39.728155339805824,103,103,103,202,4,5.932038834951456,0.038834951456310676,0.24271844660194175
0,1,-0.9999990000010001,-0.014492753413148502,68,0.2028985507246377,27.281159420289857,69,69,69,109,2,5.405797101449275,0.028985507246376812,0.13043478260869565
1,2,-0.33333322222225925,-0.055555552469135974,17,0.2777777777777778,6.911111111111111,18,18,18,27,0,4.444444444444445,0.0,0.16666666666666666
0,0,0.0,0.0,12,0.07692307692307693,4.830769230769231,13,13,13,18,0,4.615384615384615,0.0,0.07692307692307693
2,1,0.33333322222225925,0.07692307100591762,12,0.15384615384615385,4.861538461538462,13,13,13,19,0,4.846153846153846,0.0,0.15384615384615385
0,0,0.0,0.0,14,0.4,5.760000000000001,15,15,15,28,0,5.066666666666666,0.0,0.4
1,1,0.0,0.0,12,0.38461538461538464,4.953846153846154,13,13,13,25,0,5.384615384615385,0.0,0.38461538461538464
1,1,0.0,0.0,17,0.3888888888888889,6.955555555555556,18,18,18,34,0,5.722222222222222,0.0,0.2777777777777778
0,1,-0.9999990000010001,-0.08333332638888948,11,0.25,4.5,12,12,12,18,1,4.333333333333333,0.08333333333333333,0.16666666666666666
0,0,0.0,0.0,20,0.23809523809523808,8.095238095238095,21,21,21,33,0,4.714285714285714,0.0,0.23809523809523808
0,0,0.0,0.0,26,0.2222222222222222,10.488888888888889,27,27,27,45,1,4.962962962962963,0.037037037037037035,0.2222222222222222
0,0,0.0,0.0,16,0.23529411764705882,6.4941176470588236,17,17,17,26,0,4.470588235294118,0.0,0.11764705882352941
0,0,0.0,0.0,19,0.25,7.7,20,20,20,30,0,4.3,0.0,0.2
0,1,-0.9999990000010001,-0.045454543388429844,21,0.22727272727272727,8.49090909090909,22,22,22,31,0,4.363636363636363,0.0,0.09090909090909091
0,2,-0.99999950000025,-0.12499999218750048,15,0.375,6.15,16,16,16,28,0,5.1875,0.0,0.25
1,0,0.9999990000010001,0.07142856632653098,13,0.42857142857142855,5.371428571428572,14,14,14,28,0,5.428571428571429,0.0,0.35714285714285715
0,1,-0.9999990000010001,-0.055555552469135974,17,0.3333333333333333,6.933333333333334,18,18,18,29,0,5.111111111111111,0.0,0.16666666666666666
0,0,0.0,0.0,8,0.18181818181818182,3.272727272727273,11,11,11,14,0,3.8181818181818183,0.0,0.09090909090909091
0,0,0.0,0.0,13,0.35714285714285715,5.342857142857143,14,14,14,25,0,4.928571428571429,0.0,0.21428571428571427
1,0,0.9999990000010001,0.055555552469135974,13,0.3333333333333333,5.333333333333334,18,18,18,33,0,5.5,0.0,0.2777777777777778
0,1,-0.9999990000010001,-0.05882352595155729,16,0.35294117647058826,6.541176470588235,17,17,17,25,0,4.823529411764706,0.0,0.11764705882352941
2,0,0.99999950000025,0.11764705190311459,16,0.4117647058823529,6.564705882352941,17,17,17,38,0,6.294117647058823,0.0,0.4117647058823529
0,0,0.0,0.0,23,0.16666666666666666,9.266666666666667,24,24,24,32,1,4.041666666666667,0.041666666666666664,0.125
0,0,0.0,0.0,13,0.6428571428571429,5.457142857142857,14,14,14,36,0,7.0,0.0,0.5714285714285714
0,0,0.0,0.0,12,0.15384615384615385,4.861538461538462,13,13,13,17,0,4.0,0.0,0.15384615384615385
1,0,0.9999990000010001,0.06249999609375024,13,0.3125,5.325,16,16,16,27,0,4.875,0.0,0.3125
1,1,0.0,0.0,20,0.14285714285714285,8.057142857142857,21,21,21,36,0,4.428571428571429,0.0,0.14285714285714285
1,0,0.9999990000010001,0.04761904535147403,20,0.42857142857142855,8.17142857142857,21,21,21,45,0,6.142857142857143,0.0,0.3333333333333333
3,0,0.9999996666667778,0.11999999520000018,24,0.28,9.712000000000002,25,25,25,41,0,4.84,0.0,0.2
1,0,0.9999990000010001,0.05882352595155729,15,0.35294117647058826,6.141176470588236,17,17,17,29,0,5.470588235294118,0.0,0.29411764705882354
0,0,0.0,0.0,18,0.2631578947368421,7.305263157894737,19,19,19,32,0,4.894736842105263,0.0,0.15789473684210525
0,0,0.0,0.0,17,0.2777777777777778,6.911111111111111,18,18,18,31,0,5.166666666666667,0.0,0.1111111111111111
1,0,0.9999990000010001,0.08333332638888948,11,0.08333333333333333,4.433333333333334,12,12,12,14,0,3.9166666666666665,0.0,0.0
0,0,0.0,0.0,15,0.375,6.15,16,16,16,30,0,5.75,0.0,0.3125
2,0,0.99999950000025,0.14285713265306196,13,0.21428571428571427,5.285714285714286,14,14,14,24,0,5.142857142857143,0.0,0.07142857142857142
0,0,0.0,0.0,13,0.42857142857142855,5.371428571428572,14,14,14,26,0,6.071428571428571,0.0,0.2857142857142857
0,0,0.0,0.0,11,0.4166666666666667,4.566666666666666,12,12,12,25,0,6.416666666666667,0.0,0.3333333333333333
2,0,0.99999950000025,0.14285713265306196,13,0.35714285714285715,5.342857142857143,14,14,14,30,0,6.214285714285714,0.0,0.2857142857142857
4,0,0.9999997500000625,0.15999999360000025,24,0.24,9.696,25,25,25,41,0,5.12,0.0,0.12
1,0,0.9999990000010001,0.09090908264462885,10,0.36363636363636365,4.1454545454545455,11,11,11,20,0,4.909090909090909,0.0,0.2727272727272727
0,0,0.0,0.0,20,0.2608695652173913,8.104347826086956,23,23,23,38,0,4.478260869565218,0.0,0.2608695652173913
0,0,0.0,0.0,9,0.2727272727272727,3.7090909090909094,11,11,11,16,0,4.7272727272727275,0.0,0.2727272727272727
0,0,0.0,0.0,15,0.23529411764705882,6.094117647058823,17,17,17,24,0,4.764705882352941,0.0,0.23529411764705882
0,1,-0.9999990000010001,-0.03999999840000006,24,0.24,9.696,25,25,25,40,0,4.8,0.0,0.24
1,0,0.9999990000010001,0.05882352595155729,16,0.4117647058823529,6.564705882352941,17,17,17,31,0,5.294117647058823,0.0,0.29411764705882354
0,0,0.0,0.0,9,0.3,3.7200000000000006,10,10,10,18,0,6.0,0.0,0.3
0,0,0.0,0.0,16,0.3684210526315789,6.5473684210526315,19,19,19,27,0,5.105263157894737,0.0,0.21052631578947367
1,0,0.9999990000010001,0.03999999840000006,22,0.28,8.912,25,25,25,35,0,4.68,0.0,0.16
1,1,0.0,0.0,21,0.36363636363636365,8.545454545454545,22,22,22,43,0,5.409090909090909,0.0,0.36363636363636365
1,0,0.9999990000010001,0.028571427755102068,32,0.2571428571428571,12.902857142857144,35,35,35,46,0,4.457142857142857,0.0,0.11428571428571428
1,0,0.9999990000010001,0.07692307100591762,12,0.15384615384615385,4.861538461538462,13,13,13,19,0,4.076923076923077,0.0,0.15384615384615385
3,0,0.9999996666667778,0.1304347769376184,22,0.30434782608695654,8.921739130434784,23,23,23,38,0,5.130434782608695,0.0,0.2608695652173913
1,0,0.9999990000010001,0.03999999840000006,24,0.36,9.744,25,25,25,46,0,5.24,0.0,0.28
2,1,0.33333322222225925,0.05263157617728546,18,0.2631578947368421,7.305263157894737,19,19,19,32,0,4.684210526315789,0.0,0.2631578947368421
0,0,0.0,0.0,6,0.42857142857142855,2.5714285714285716,7,7,7,15,0,7.571428571428571,0.0,0.42857142857142855
1,1,0.0,0.0,13,0.21428571428571427,5.285714285714286,14,14,14,21,0,4.0,0.0,0.14285714285714285
0,1,-0.9999990000010001,-0.12499998437500197,7,0.25,2.9000000000000004,8,8,8,13,0,5.5,0.0,0.125
0,2,-0.99999950000025,-0.13333332444444504,14,0.26666666666666666,5.706666666666667,15,15,15,24,0,4.733333333333333,0.0,0.2
1,1,0.0,0.0,13,0.14285714285714285,5.257142857142857,14,14,14,25,0,5.5,0.0,0.14285714285714285
0,4,-0.9999997500000625,-0.19047618140589612,20,0.19047619047619047,8.076190476190476,21,21,21,35,0,4.333333333333333,0.0,0.14285714285714285
3,1,0.49999987500003124,0.12499999218750048,15,0.25,6.1000000000000005,16,16,16,26,0,4.625,0.0,0.25
1,1,0.0,0.0,13,0.35714285714285715,5.342857142857143,14,14,14,27,0,5.5,0.0,0.35714285714285715
1,0,0.9999990000010001,0.035714284438775556,27,0.14285714285714285,10.857142857142858,28,28,28,37,0,4.035714285714286,0.0,0.07142857142857142
0,0,0.0,0.0,8,0.2222222222222222,3.2888888888888888,9,9,9,12,0,4.111111111111111,0.0,0.1111111111111111
1,0,0.9999990000010001,0.07692307100591762,12,0.6153846153846154,5.046153846153846,13,13,13,32,0,7.3076923076923075,0.0,0.5384615384615384
0,0,0.0,0.0,13,0.2857142857142857,5.314285714285715,14,14,14,22,0,5.0,0.0,0.2857142857142857
1,0,0.9999990000010001,0.05263157617728546,18,0.21052631578947367,7.284210526315789,19,19,19,28,0,4.684210526315789,0.0,0.15789473684210525
0,0,0.0,0.0,8,0.1111111111111111,3.2444444444444445,9,9,9,10,0,4.555555555555555,0.0,0.1111111111111111
0,0,0.0,0.0,16,0.23529411764705882,6.4941176470588236,17,17,17,27,0,5.0,0.0,0.11764705882352941
16,0,0.9999999375000038,0.046511627771768524,339,0.4011627906976744,135.76046511627908,344,344,344,709,3,6.334302325581396,0.00872093023255814,0.3023255813953488
1,0,0.9999990000010001,0.06666666222222252,12,0.26666666666666666,4.906666666666667,15,15,15,32,2,6.866666666666666,0.13333333333333333,0.26666666666666666
1,0,0.9999990000010001,0.06666666222222252,15,0.13333333333333333,6.053333333333334,15,15,15,20,2,4.2,0.13333333333333333,0.06666666666666667
7,2,0.5555554938271674,0.023255813845321795,213,0.48372093023255813,85.39348837209303,215,215,215,467,2,6.330232558139535,0.009302325581395349,0.42790697674418604
3,0,0.9999996666667778,0.2499999791666684,11,0.3333333333333333,4.533333333333334,12,12,12,20,0,5.333333333333333,0.0,0.25
0,0,0.0,0.0,11,0.18181818181818182,4.472727272727273,11,11,11,19,0,5.454545454545454,0.0,0.09090909090909091
3,0,0.9999996666667778,0.17647057785467188,16,0.23529411764705882,6.4941176470588236,17,17,17,26,0,4.705882352941177,0.0,0.17647058823529413
8,1,0.7777776913580343,0.028340080856922748,243,0.3522267206477733,97.34089068825911,247,247,247,487,9,6.153846153846154,0.03643724696356275,0.2631578947368421
0,1,-0.9999990000010001,-0.00970873776981808,99,0.32038834951456313,39.728155339805824,103,103,103,202,4,5.932038834951456,0.038834951456310676,0.24271844660194175
1,0,0.9999990000010001,0.0149253729115616,65,0.19402985074626866,26.07761194029851,67,67,67,107,2,4.970149253731344,0.029850746268656716,0.13432835820895522
0,0,0.0,0.0,16,0.17647058823529413,6.470588235294118,17,17,17,24,0,4.470588235294118,0.0,0.17647058823529413
0,0,0.0,0.0,6,0.2857142857142857,2.5142857142857142,7,7,7,15,0,5.0,0.0,0.2857142857142857
1,1,0.0,0.0,18,0.14285714285714285,7.257142857142857,21,21,21,28,0,4.0,0.0,0.09523809523809523
0,0,0.0,0.0,19,0.2,7.68,20,20,20,33,2,4.6,0.1,0.2
0,0,0.0,0.0,9,0.4444444444444444,3.777777777777778,9,9,9,15,0,5.333333333333333,0.0,0.3333333333333333
2,0,0.99999950000025,0.07407407133058995,26,0.2962962962962963,10.518518518518519,27,27,27,45,1,4.666666666666667,0.037037037037037035,0.25925925925925924
0,0,0.0,0.0,7,0.14285714285714285,2.8571428571428577,7,7,7,12,0,4.428571428571429,0.0,0.14285714285714285
0,0,0.0,0.0,22,0.4782608695652174,8.991304347826087,23,23,23,51,0,6.217391304347826,0.0,0.391304347826087
0,0,0.0,0.0,33,0.3235294117647059,13.329411764705881,34,34,34,62,0,5.264705882352941,0.0,0.2647058823529412
1,1,0.0,0.0,19,0.3181818181818182,7.727272727272727,22,22,22,43,0,5.181818181818182,0.0,0.3181818181818182
2,0,0.99999950000025,0.13333332444444504,14,0.5333333333333333,5.8133333333333335,15,15,15,34,0,5.933333333333334,0.0,0.4666666666666667
1,1,0.0,0.0,26,0.2903225806451613,10.516129032258064,31,31,31,50,0,4.935483870967742,0.0,0.1935483870967742
1,0,0.9999990000010001,0.04761904535147403,20,0.3333333333333333,8.133333333333333,21,21,21,38,0,5.476190476190476,0.0,0.3333333333333333
0,0,0.0,0.0,21,0.36363636363636365,8.545454545454545,22,22,22,40,0,6.045454545454546,0.0,0.2727272727272727
2,0,0.99999950000025,0.22222219753086697,8,0.5555555555555556,3.4222222222222225,9,9,9,23,0,6.666666666666667,0.0,0.4444444444444444
0,0,0.0,0.0,23,0.4166666666666667,9.366666666666667,24,24,24,47,0,6.333333333333333,0.0,0.2916666666666667
2,4,-0.33333327777778704,-0.08695651795841226,20,0.34782608695652173,8.13913043478261,23,23,23,42,0,5.260869565217392,0.0,0.30434782608695654
2,3,-0.199999960000008,-0.04347825897920613,20,0.13043478260869565,8.052173913043479,23,23,23,29,0,3.9565217391304346,0.0,0.13043478260869565
0,2,-0.99999950000025,-0.08695651795841226,22,0.30434782608695654,8.921739130434784,23,23,23,36,0,5.521739130434782,0.0,0.13043478260869565
2,0,0.99999950000025,0.285714244897965,6,0.2857142857142857,2.5142857142857142,7,7,7,15,0,5.285714285714286,0.0,0.2857142857142857
1,0,0.9999990000010001,0.055555552469135974,17,0.3888888888888889,6.955555555555556,18,18,18,34,0,6.111111111111111,0.0,0.2777777777777778
0,2,-0.99999950000025,-0.08333332986111125,23,0.375,9.35,24,24,24,46,0,5.583333333333333,0.0,0.25
0,0,0.0,0.0,4,0.2,1.6800000000000002,5,5,5,7,0,4.6,0.0,0.2
3,0,0.9999996666667778,0.21428569897959293,13,0.21428571428571427,5.285714285714286,14,14,14,21,0,4.642857142857143,0.0,0.14285714285714285
2,0,0.99999950000025,0.04444444345679015,44,0.4222222222222222,17.768888888888892,45,45,45,91,0,5.977777777777778,0.0,0.35555555555555557
4,1,0.599999880000024,0.08333333101851859,35,0.2777777777777778,14.111111111111112,36,36,36,66,0,5.305555555555555,0.0,0.2222222222222222
1,0,0.9999990000010001,0.032258063475546335,30,0.3548387096774194,12.141935483870968,31,31,31,55,0,5.354838709677419,0.0,0.2903225806451613
0,0,0.0,0.0,18,0.5263157894736842,7.4105263157894745,19,19,19,36,1,5.684210526315789,0.05263157894736842,0.47368421052631576
0,0,0.0,0.0,27,0.35714285714285715,10.942857142857143,28,28,28,50,0,5.535714285714286,0.0,0.32142857142857145
3,0,0.9999996666667778,0.049180327062617595,57,0.36065573770491804,22.94426229508197,61,61,61,99,0,5.081967213114754,0.0,0.26229508196721313
5,1,0.6666665555555741,0.08510638116794934,46,0.40425531914893614,18.561702127659576,47,47,47,91,0,5.595744680851064,0.0,0.2978723404255319
2,3,-0.199999960000008,-0.022727272210743815,43,0.29545454545454547,17.31818181818182,44,44,44,71,0,5.2727272727272725,0.0,0.11363636363636363
0,0,0.0,0.0,16,0.11764705882352941,6.447058823529412,17,17,17,22,0,4.235294117647059,0.0,0.0
1,0,0.9999990000010001,0.031249999023437534,31,0.1875,12.475000000000001,32,32,32,48,1,4.90625,0.03125,0.125
0,0,0.0,0.0,19,0.35,7.740000000000001,20,20,20,38,0,5.6,0.0,0.35
1,0,0.9999990000010001,0.07142856632653098,13,0.5,5.4,14,14,14,32,0,6.357142857142857,0.0,0.5
1,0,0.9999990000010001,0.06666666222222252,14,0.4,5.760000000000001,15,15,15,28,0,6.0,0.0,0.26666666666666666
0,0,0.0,0.0,26,0.39285714285714285,10.557142857142857,28,28,28,57,0,5.928571428571429,0.0,0.25
1,1,0.0,0.0,14,0.5333333333333333,5.8133333333333335,15,15,15,30,1,5.6,0.06666666666666667,0.4
0,0,0.0,0.0,11,0.18181818181818182,4.472727272727273,11,11,11,18,0,4.818181818181818,0.0,0.18181818181818182
2,0,0.99999950000025,0.07999999680000013,24,0.28,9.712000000000002,25,25,25,46,0,5.32,0.0,0.24
